taggable_id,taggable_type,tag_id,tag_order
3700,invoice,106,1
3705,invoice,105,1
3707,invoice,105,1
3708,invoice,105,1
3709,invoice,105,1
992,project,105,1
3721,invoice,106,1
3722,invoice,110,1
3738,invoice,105,1
109,task,111,1
110,task,111,1
3755,invoice,106,1
3757,invoice,106,1
3759,invoice,106,1
3764,invoice,106,1
3767,invoice,106,1
3768,invoice,106,1
3769,invoice,106,1
3770,invoice,106,1
3772,invoice,106,1
3773,invoice,106,1
3774,invoice,105,1
3775,invoice,105,1
3776,invoice,105,1
3777,invoice,105,1
3778,invoice,105,1
117,task,111,1
118,task,111,1
3784,invoice,105,1
3787,invoice,105,1
1679,proposal,110,1
1679,proposal,9,2
3790,invoice,105,1
3791,invoice,105,1
3825,invoice,105,1
3826,invoice,105,1
3827,invoice,105,1
3830,invoice,112,1
3788,invoice,106,1
3831,invoice,106,1
3839,invoice,106,1
3840,invoice,105,1
3841,invoice,105,1
3853,invoice,107,1
3857,invoice,105,1
3865,invoice,106,1
3866,invoice,105,1
3870,invoice,106,1
3871,invoice,106,1
3875,invoice,106,1
3877,invoice,105,1
3886,invoice,106,1
1756,proposal,110,1
1756,proposal,9,2
3894,invoice,110,1
2240,project,105,1
3903,invoice,105,1
3906,invoice,106,1
3907,invoice,106,1
3908,invoice,106,1
3911,invoice,105,1
3913,invoice,105,1
3914,invoice,105,1
3915,invoice,105,1
3916,invoice,105,1
3917,invoice,105,1
3919,invoice,105,1
3922,invoice,106,1
3926,invoice,105,1
3927,invoice,105,1
140,task,110,1
143,task,110,1
3941,invoice,106,1
757,estimate,113,1
759,estimate,113,1
760,estimate,113,1
762,estimate,113,1
761,estimate,113,1
763,estimate,113,1
764,estimate,113,1
765,estimate,113,1
767,estimate,113,1
768,estimate,113,1
770,estimate,113,1
771,estimate,113,1
772,estimate,113,1
3945,invoice,105,1
3946,invoice,105,1
3947,invoice,105,1
3948,invoice,105,1
3950,invoice,105,1
3951,invoice,105,1
3952,invoice,105,1
2362,project,105,1
3953,invoice,105,1
3956,invoice,105,1
3957,invoice,105,1
2364,project,105,1
3963,invoice,106,1
2370,project,105,1
3967,invoice,105,1
1305,invoice,110,1
1425,invoice,110,1
3968,invoice,105,1
1703,invoice,106,1
3969,invoice,105,1
2382,project,105,1
884,invoice,105,1
2384,project,105,1
1401,invoice,105,1
2386,project,112,1
2385,project,112,1
2387,project,105,1
1782,invoice,105,1
3971,invoice,105,1
3980,invoice,107,1
2388,project,105,1
3984,invoice,105,1
3986,invoice,105,1
3988,invoice,105,1
3989,invoice,105,1
2420,project,106,1
3990,invoice,106,1
3991,invoice,105,1
3992,invoice,105,1
3993,invoice,105,1
3997,invoice,105,1
3998,invoice,105,1
3995,invoice,106,1
2454,project,105,1
3999,invoice,105,1
162,task,105,1
4001,invoice,106,1
766,estimate,113,1
773,estimate,113,1
173,task,113,1
774,estimate,113,1
4006,invoice,105,1
775,estimate,113,1
776,estimate,113,1
777,estimate,113,1
778,estimate,113,1
779,estimate,113,1
780,estimate,113,1
781,estimate,113,1
782,estimate,113,1
783,estimate,113,1
784,estimate,113,1
785,estimate,113,1
4009,invoice,106,1
786,estimate,113,1
183,task,110,1
787,estimate,113,1
788,estimate,113,1
789,estimate,113,1
790,estimate,113,1
791,estimate,113,1
4021,invoice,110,1
792,estimate,113,1
793,estimate,113,1
794,estimate,113,1
3921,invoice,105,1
3923,invoice,105,1
4032,invoice,106,1
795,estimate,113,1
4042,invoice,106,1
4043,invoice,106,1
796,estimate,113,1
206,task,105,1
797,estimate,113,1
798,estimate,113,1
799,estimate,113,1
800,estimate,113,1
801,estimate,113,1
802,estimate,113,1
803,estimate,113,1
4051,invoice,106,1
4055,invoice,106,1
804,estimate,113,1
805,estimate,113,1
2534,project,105,1
4059,invoice,105,1
687,project,20,1
548,project,20,1
4065,invoice,106,1
806,estimate,113,1
880,project,106,1
880,project,50,2
4069,invoice,106,1
307,project,105,1
308,project,105,1
309,project,105,1
311,project,105,1
312,project,105,1
331,project,105,1
332,project,105,1
333,project,105,1
395,project,105,1
438,project,105,1
440,project,105,1
441,project,105,1
443,project,105,1
444,project,105,1
446,project,105,1
607,project,105,1
993,project,105,1
1006,project,105,1
257,project,105,1
531,project,105,1
4074,invoice,106,1
845,project,106,1
1920,project,105,1
1532,project,105,1
1380,project,106,1
1202,project,105,1
1183,project,105,1
1184,project,105,1
1185,project,105,1
1186,project,105,1
1187,project,105,1
1188,project,105,1
1189,project,105,1
1190,project,105,1
1605,project,110,1
1863,project,105,1
965,project,105,1
966,project,105,1
967,project,105,1
968,project,105,1
969,project,105,1
970,project,105,1
1288,project,106,1
833,project,105,1
937,project,105,1
940,project,105,1
942,project,105,1
943,project,105,1
946,project,105,1
950,project,105,1
951,project,105,1
952,project,105,1
962,project,105,1
972,project,105,1
984,project,105,1
986,project,105,1
1176,project,105,1
1363,project,105,1
2552,project,9,1
1204,project,105,1
1037,project,105,1
1047,project,105,1
1057,project,105,1
1058,project,105,1
2300,project,105,1
361,project,105,1
2260,project,105,1
742,project,105,1
743,project,105,1
746,project,105,1
864,project,105,1
820,project,105,1
823,project,105,1
825,project,105,1
909,project,105,1
913,project,105,1
917,project,105,1
926,project,105,1
4095,invoice,106,1
4102,invoice,105,1
4105,invoice,105,1
4106,invoice,105,1
4107,invoice,105,1
4110,invoice,106,1
4116,invoice,106,1
4124,invoice,105,1
4127,invoice,105,1
4128,invoice,105,1
4130,invoice,105,1
2585,project,105,1
4132,invoice,105,1
293,task,105,1
1850,proposal,106,1
1851,proposal,106,1
1852,proposal,106,1
4136,invoice,106,1
4137,invoice,105,1
4138,invoice,106,1
327,task,110,1
328,task,105,1
328,task,110,2
4148,invoice,107,1
4152,invoice,106,1
370,task,106,1
4155,invoice,105,1
377,task,106,1
2593,project,105,1
4157,invoice,106,1
400,task,105,1
406,task,105,1
410,task,105,1
4165,invoice,105,1
4166,invoice,105,1
420,task,110,1
441,task,105,1
442,task,105,1
444,task,105,1
445,task,105,1
448,task,105,1
449,task,105,1
450,task,105,1
451,task,105,1
452,task,105,1
4171,invoice,105,1
4172,invoice,105,1
4175,invoice,105,1
4177,invoice,105,1
498,task,105,1
499,task,105,1
510,task,105,1
4178,invoice,105,1
4185,invoice,105,1
4188,invoice,106,1
4189,invoice,106,1
4191,invoice,106,1
547,task,105,1
4192,invoice,106,1
4193,invoice,105,1
2610,project,105,1
4198,invoice,106,1
4207,invoice,106,1
4208,invoice,106,1
4209,invoice,106,1
4210,invoice,106,1
4211,invoice,106,1
4212,invoice,106,1
4213,invoice,106,1
4214,invoice,106,1
4216,invoice,106,1
4217,invoice,106,1
4218,invoice,106,1
4219,invoice,106,1
4220,invoice,106,1
4221,invoice,106,1
4222,invoice,106,1
4223,invoice,106,1
4224,invoice,106,1
4225,invoice,106,1
4226,invoice,106,1
617,task,105,1
4229,invoice,106,1
4230,invoice,106,1
4231,invoice,106,1
4232,invoice,106,1
4233,invoice,106,1
4234,invoice,106,1
4235,invoice,106,1
4240,invoice,106,1
4242,invoice,106,1
4243,invoice,106,1
4245,invoice,106,1
4246,invoice,106,1
4247,invoice,106,1
4248,invoice,106,1
4249,invoice,106,1
4250,invoice,106,1
4251,invoice,106,1
4252,invoice,106,1
4253,invoice,106,1
4254,invoice,106,1
4255,invoice,106,1
4256,invoice,106,1
4258,invoice,105,1
4259,invoice,106,1
4260,invoice,106,1
4261,invoice,106,1
4263,invoice,106,1
4264,invoice,110,1
4265,invoice,106,1
4266,invoice,106,1
708,task,106,1
4267,invoice,105,1
4269,invoice,105,1
723,task,110,1
4295,invoice,105,1
4296,invoice,105,1
4297,invoice,105,1
4298,invoice,105,1
2696,project,105,1
4300,invoice,105,1
4307,invoice,106,1
4314,invoice,106,1
4315,invoice,106,1
4316,invoice,106,1
4317,invoice,106,1
4320,invoice,106,1
4321,invoice,106,1
4322,invoice,106,1
902,task,106,1
903,task,106,1
907,task,106,1
907,task,3,2
909,task,110,1
909,task,106,2
910,task,110,1
911,task,110,1
911,task,106,2
4332,invoice,105,1
4333,invoice,105,1
4334,invoice,105,1
4335,invoice,105,1
4336,invoice,105,1
2706,project,105,1
4338,invoice,105,1
948,task,105,1
968,task,105,1
971,task,105,1
4347,invoice,107,1
4352,invoice,107,1
4356,invoice,105,1
4357,invoice,105,1
4358,invoice,105,1
992,task,106,1
993,task,106,1
998,task,106,1
999,task,110,1
999,task,106,2
1002,task,106,1
1003,task,106,1
1004,task,106,1
1004,task,110,2
1006,task,106,1
1007,task,106,1
4359,invoice,106,1
4360,invoice,106,1
4361,invoice,106,1
4368,invoice,105,1
2712,project,105,1
1083,task,105,1
4384,invoice,105,1
4387,invoice,106,1
4388,invoice,106,1
4390,invoice,106,1
4391,invoice,106,1
4392,invoice,106,1
4396,invoice,105,1
4397,invoice,105,1
4398,invoice,105,1
2717,project,106,1
1104,task,106,1
2718,project,105,1
2720,project,105,1
2721,project,105,1
2722,project,105,1
2723,project,105,1
1145,task,105,1
4406,invoice,106,1
4407,invoice,106,1
4411,invoice,105,1
1159,task,106,1
1162,task,106,1
1171,task,105,1
4413,invoice,105,1
4419,invoice,106,1
1253,task,106,1
4430,invoice,105,1
1281,task,110,1
4432,invoice,105,1
4433,invoice,105,1
4434,invoice,105,1
4435,invoice,105,1
4437,invoice,106,1
4438,invoice,105,1
4439,invoice,105,1
2742,project,105,1
4441,invoice,105,1
2743,project,105,1
4443,invoice,106,1
4445,invoice,105,1
1300,task,106,1
1308,task,105,1
1309,task,105,1
1311,task,106,1
1330,task,110,1
1330,task,108,2
4455,invoice,105,1
1346,task,106,1
1387,task,106,1
1390,task,110,1
1398,task,106,1
1399,task,106,1
1401,task,106,1
1403,task,110,1
1448,task,106,1
2017,proposal,106,1
4476,invoice,110,1
1487,task,106,1
1491,task,106,1
4502,invoice,105,1
4507,invoice,105,1
4480,invoice,105,1
4513,invoice,105,1
1507,task,106,1
1508,task,106,1
1509,task,106,1
4515,invoice,106,1
4518,invoice,105,1
4527,invoice,105,1
1539,task,106,1
1541,task,106,1
1543,task,106,1
1544,task,106,1
1546,task,106,1
1552,task,110,1
1552,task,106,2
4531,invoice,105,1
4532,invoice,105,1
4533,invoice,105,1
4535,invoice,105,1
1609,task,106,1
1614,task,106,1
4541,invoice,105,1
4544,invoice,106,1
2796,project,105,1
1635,task,106,1
4547,invoice,105,1
4550,invoice,105,1
4554,invoice,105,1
2053,proposal,106,1
1671,task,106,1
1672,task,106,1
1673,task,106,1
4561,invoice,106,1
4562,invoice,106,1
1701,task,106,1
1702,task,106,1
1703,task,106,1
1706,task,106,1
1707,task,106,1
1708,task,106,1
1710,task,106,1
1711,task,106,1
1712,task,106,1
1713,task,106,1
1714,task,106,1
1715,task,106,1
1716,task,106,1
1717,task,106,1
1719,task,106,1
1719,task,110,2
1722,task,106,1
1724,task,106,1
1725,task,106,1
1726,task,106,1
1727,task,106,1
1731,task,106,1
1736,task,106,1
1758,task,106,1
4567,invoice,106,1
1764,task,106,1
1767,task,106,1
1768,task,106,1
4569,invoice,105,1
4571,invoice,105,1
1801,task,110,1
1802,task,106,1
1808,task,106,1
1808,task,110,2
1809,task,106,1
1814,task,106,1
1815,task,106,1
1819,task,106,1
1820,task,106,1
4584,invoice,105,1
4587,invoice,105,1
1826,task,106,1
4589,invoice,105,1
4591,invoice,105,1
4596,invoice,105,1
4597,invoice,105,1
4599,invoice,105,1
1891,task,106,1
1893,task,106,1
1894,task,106,1
1895,task,106,1
1897,task,106,1
1900,task,106,1
1901,task,106,1
1903,task,106,1
1904,task,106,1
1921,task,106,1
1922,task,106,1
1923,task,106,1
1926,task,106,1
1927,task,106,1
1928,task,106,1
1932,task,106,1
1933,task,106,1
1934,task,106,1
1939,task,106,1
1944,task,106,1
1947,task,106,1
1947,task,110,2
1948,task,106,1
1966,task,110,1
1968,task,106,1
1969,task,106,1
1977,task,106,1
1979,task,106,1
1990,task,106,1
4625,invoice,105,1
2036,task,106,1
2037,task,106,1
2038,task,106,1
2039,task,106,1
2040,task,106,1
2845,project,20,1
2047,task,106,1
4636,invoice,20,1
2079,task,106,1
2086,task,106,1
2107,task,106,1
4651,invoice,105,1
2114,task,106,1
2122,task,105,1
2853,project,106,1
2131,task,106,1
2132,task,106,1
2133,task,106,1
2136,task,106,1
4655,invoice,105,1
2144,task,106,1
2145,task,106,1
2161,task,106,1
4671,invoice,105,1
4672,invoice,105,1
4676,invoice,105,1
2197,task,106,1
2198,task,106,1
2199,task,106,1
2200,task,106,1
2202,task,106,1
2206,task,106,1
2862,project,106,1
2207,task,106,1
2863,project,106,1
2210,task,106,1
4679,invoice,105,1
2214,task,106,1
2225,task,110,1
4682,invoice,105,1
2232,task,106,1
2242,task,106,1
2249,task,105,1
2250,task,105,1
2251,task,105,1
2252,task,105,1
2253,task,105,1
2254,task,105,1
2256,task,105,1
2257,task,105,1
2258,task,105,1
2259,task,105,1
2260,task,110,1
2261,task,110,1
2262,task,110,1
2263,task,105,1
2264,task,110,1
2264,task,105,2
4690,invoice,105,1
2870,project,106,1
2871,project,106,1
2872,project,106,1
2282,task,106,1
2285,task,106,1
2873,project,106,1
4696,invoice,105,1
2291,task,106,1
2293,task,106,1
2297,task,106,1
2298,task,106,1
2299,task,106,1
4698,invoice,105,1
4699,invoice,105,1
2307,task,106,1
2312,task,106,1
4711,invoice,105,1
4712,invoice,20,1
2319,task,110,1
2321,task,106,1
2322,task,110,1
2334,task,106,1
4723,invoice,20,1
2346,task,106,1
4724,invoice,105,1
2350,task,106,1
2358,task,106,1
2399,task,106,1
2400,task,106,1
2402,task,106,1
2411,task,106,1
2412,task,106,1
2890,project,106,1
2418,task,106,1
2420,task,106,1
2422,task,110,1
2426,task,106,1
4736,invoice,106,1
2494,task,106,1
2495,task,106,1
2496,task,106,1
2497,task,106,1
2498,task,106,1
2499,task,106,1
2501,task,106,1
2502,task,106,1
2503,task,106,1
2518,task,106,1
820,estimate,113,1
4781,invoice,105,1
2914,project,106,1
4785,invoice,105,1
2917,project,106,1
4790,invoice,105,1
2921,project,106,1
2923,project,106,1
4800,invoice,105,1
4801,invoice,105,1
2925,project,105,1
4835,invoice,106,1
2682,task,106,1
2690,task,106,1
2691,task,106,1
2692,task,106,1
2693,task,106,1
2694,task,106,1
2695,task,106,1
2696,task,106,1
2698,task,106,1
2700,task,106,1
2701,task,106,1
2702,task,106,1
2703,task,106,1
2704,task,106,1
2705,task,106,1
2706,task,106,1
2707,task,106,1
2710,task,105,1
4840,invoice,105,1
4841,invoice,105,1
2757,task,105,1
4868,invoice,105,1
2957,project,105,1
2791,task,106,1
2792,task,106,1
2793,task,106,1
2794,task,106,1
2795,task,106,1
2796,task,106,1
2797,task,106,1
2799,task,106,1
2800,task,106,1
2801,task,106,1
2802,task,106,1
2803,task,106,1
2804,task,106,1
2813,task,106,1
2823,task,106,1
2962,project,106,1
4880,invoice,105,1
4881,invoice,105,1
2854,task,106,1
2855,task,106,1
2856,task,106,1
2857,task,106,1
2858,task,106,1
2859,task,106,1
2860,task,106,1
2861,task,106,1
4884,invoice,105,1
4885,invoice,105,1
4887,invoice,105,1
2966,project,106,1
4893,invoice,105,1
4894,invoice,105,1
2916,task,106,1
2917,task,106,1
2918,task,106,1
2919,task,106,1
2920,task,106,1
2921,task,106,1
2922,task,106,1
2923,task,106,1
2924,task,106,1
2932,task,106,1
4899,invoice,105,1
4900,invoice,105,1
4901,invoice,105,1
4902,invoice,105,1
4903,invoice,105,1
4904,invoice,105,1
4918,invoice,106,1
4919,invoice,106,1
4923,invoice,106,1
4928,invoice,105,1
4931,invoice,106,1
4932,invoice,105,1
4933,invoice,106,1
4940,invoice,105,1
4942,invoice,106,1
4947,invoice,106,1
4949,invoice,20,1
4953,invoice,106,1
3108,task,106,1
2988,project,106,1
3119,task,106,1
2989,project,106,1
3120,task,106,1
2990,project,106,1
3121,task,106,1
4960,invoice,106,1
4961,invoice,106,1
3144,task,106,1
3145,task,106,1
3155,task,106,1
3160,task,106,1
2992,project,106,1
3163,task,106,1
3167,task,106,1
3168,task,106,1
3170,task,106,1
2994,project,106,1
3173,task,106,1
3177,task,106,1
3178,task,106,1
3180,task,106,1
3000,project,106,1
3201,task,106,1
3205,task,106,1
3206,task,106,1
3208,task,106,1
3001,project,106,1
3209,task,106,1
3213,task,106,1
3214,task,106,1
3216,task,106,1
3002,project,106,1
3217,task,106,1
3221,task,106,1
3222,task,106,1
3224,task,106,1
3007,project,107,1
3010,project,105,1
865,estimate,110,1
869,estimate,110,1
3331,task,106,1
3340,task,106,1
3342,task,106,1
3356,task,106,1
3033,project,1,1
3035,project,1,1
3036,project,1,1
3058,project,105,1
919,estimate,105,1
933,estimate,106,1
3072,project,106,1
3073,project,106,1
3074,project,106,1
3075,project,106,1
942,estimate,105,1
943,estimate,105,1
3077,project,106,1
950,estimate,105,1
951,estimate,105,1
3084,project,105,1
3085,project,105,1
3086,project,105,1
3087,project,105,1
3485,task,105,1
969,estimate,106,1
3094,project,1,1
3095,project,1,1
3096,project,1,1
3097,project,1,1
3098,project,1,1
3099,project,1,1
3100,project,1,1
3101,project,1,1
3102,project,1,1
979,estimate,106,1
992,estimate,105,1
994,estimate,105,1
1006,estimate,106,1
1008,estimate,52,1
1009,estimate,52,1
3548,task,105,1
3549,task,105,1
1039,estimate,105,1
1043,estimate,105,1
1044,estimate,105,1
1046,estimate,105,1
1047,estimate,105,1
1049,estimate,105,1
3579,task,105,1
3583,task,105,1
3127,project,106,1
1056,estimate,105,1
1069,estimate,113,1
3631,task,105,1
1079,estimate,106,1
3152,project,106,1
3153,project,106,1
1089,estimate,105,1
1090,estimate,105,1
1091,estimate,105,1
3154,project,105,1
1092,estimate,105,1
1094,estimate,105,1
3155,project,106,1
3156,project,105,1
3157,project,106,1
1095,estimate,105,1
998,lead,62,1
3165,project,105,1
1110,estimate,105,1
1114,estimate,105,1
3771,task,110,1
3774,task,12,1
1133,estimate,106,1
1141,estimate,105,1
1143,estimate,105,1
1144,estimate,105,1
1145,estimate,105,1
1146,estimate,105,1
1147,estimate,105,1
3865,task,105,1
3193,project,106,1
1154,estimate,105,1
3195,project,106,1
1164,estimate,106,1
1168,estimate,106,1
1170,estimate,105,1
1171,estimate,105,1
1172,estimate,106,1
3950,task,105,1
1180,estimate,105,1
1181,estimate,105,1
1183,estimate,105,1
1184,estimate,105,1
1185,estimate,105,1
1186,estimate,105,1
1187,estimate,105,1
1190,estimate,105,1
1194,estimate,105,1
1195,estimate,105,1
1196,estimate,106,1
4024,task,106,1
3215,project,106,1
3216,project,106,1
3217,project,106,1
4041,task,105,1
1250,estimate,106,1
3219,project,105,1
1251,estimate,105,1
1252,estimate,105,1
1254,estimate,106,1
1255,estimate,106,1
1264,estimate,106,1
3222,project,106,1
1265,estimate,106,1
3223,project,106,1
1267,estimate,106,1
3224,project,106,1
1268,estimate,106,1
3225,project,106,1
1270,estimate,106,1
1273,estimate,106,1
1276,estimate,105,1
1021,lead,106,1
2526,proposal,106,1
4070,task,105,1
1279,estimate,105,1
3227,project,105,1
1281,estimate,105,1
1283,estimate,106,1
1284,estimate,106,1
1287,estimate,106,1
1289,estimate,106,1
1290,estimate,106,1
1291,estimate,106,1
1295,estimate,106,1
1296,estimate,106,1
1297,estimate,106,1
1298,estimate,106,1
1299,estimate,106,1
1300,estimate,105,1
1302,estimate,105,1
1303,estimate,106,1
3240,project,106,1
1310,estimate,106,1
1311,estimate,106,1
1312,estimate,106,1
1313,estimate,106,1
4144,task,106,1
4173,task,105,1
3247,project,106,1
3248,project,106,1
1323,estimate,106,1
1325,estimate,105,1
1327,estimate,105,1
1329,estimate,105,1
1331,estimate,105,1
3964,task,105,1
698,task,105,1
828,task,105,1
855,task,105,1
2566,proposal,110,1
2566,proposal,9,2
2618,task,105,1
2849,task,105,1
3259,task,105,1
3274,project,106,1
3281,project,106,1
1356,estimate,105,1
1357,estimate,105,1
1358,estimate,106,1
4365,task,106,1
4366,task,106,1
1361,estimate,106,1
1375,estimate,106,1
2596,proposal,106,1
1387,estimate,106,1
3307,project,106,1
3310,project,106,1
4477,task,105,1
3326,project,106,1
3333,project,106,1
3334,project,106,1
3338,project,106,1
3339,project,106,1
3340,project,106,1
3341,project,106,1
3342,project,106,1
1418,estimate,105,1
1421,estimate,105,1
1424,estimate,105,1
1425,estimate,105,1
1426,estimate,105,1
1427,estimate,105,1
1428,estimate,105,1
1429,estimate,105,1
1430,estimate,105,1
1431,estimate,105,1
1432,estimate,105,1
1433,estimate,105,1
3343,project,106,1
3346,project,106,1
1437,estimate,106,1
3347,project,106,1
1438,estimate,106,1
4522,task,105,1
4523,task,105,1
4524,task,105,1
3351,project,105,1
1447,estimate,105,1
1457,estimate,106,1
1461,estimate,106,1
1462,estimate,106,1
1464,estimate,106,1
1472,estimate,105,1
3352,project,106,1
3353,project,106,1
1473,estimate,106,1
4548,task,105,1
4549,task,105,1
4549,task,106,2
1477,estimate,106,1
1478,estimate,105,1
1479,estimate,105,1
1483,estimate,105,1
1484,estimate,105,1
1489,estimate,105,1
4614,task,105,1
3369,project,106,1
3370,project,106,1
1497,estimate,106,1
1498,estimate,106,1
1513,estimate,105,1
1515,estimate,105,1
1516,estimate,106,1
2697,proposal,106,1
3378,project,106,1
3379,project,106,1
3380,project,106,1
1530,estimate,106,1
1534,estimate,105,1
1535,estimate,105,1
3382,project,106,1
3383,project,106,1
3384,project,106,1
3385,project,106,1
3386,project,106,1
3387,project,106,1
3388,project,106,1
3389,project,106,1
3390,project,106,1
1536,estimate,106,1
1537,estimate,106,1
1538,estimate,106,1
1539,estimate,106,1
1540,estimate,106,1
1541,estimate,106,1
1542,estimate,106,1
1543,estimate,106,1
1544,estimate,106,1
3391,project,106,1
3392,project,106,1
3401,project,106,1
1564,estimate,106,1
1565,estimate,106,1
3402,project,106,1
3403,project,106,1
3404,project,106,1
3405,project,106,1
3406,project,106,1
3407,project,106,1
3408,project,106,1
3409,project,106,1
3410,project,106,1
3411,project,106,1
1566,estimate,106,1
1567,estimate,106,1
1568,estimate,106,1
1569,estimate,106,1
1570,estimate,106,1
1571,estimate,106,1
1572,estimate,106,1
1573,estimate,106,1
1574,estimate,106,1
1575,estimate,106,1
3412,project,105,1
3413,project,105,1
1576,estimate,105,1
1577,estimate,105,1
1588,estimate,105,1
1589,estimate,105,1
1590,estimate,105,1
1591,estimate,105,1
3417,project,105,1
1592,estimate,105,1
1593,estimate,106,1
1594,estimate,106,1
1595,estimate,106,1
3419,project,105,1
1596,estimate,105,1
1599,estimate,105,1
3420,project,106,1
3421,project,106,1
3422,project,106,1
1604,estimate,106,1
1610,estimate,105,1
1613,estimate,106,1
3430,project,106,1
1616,estimate,105,1
4905,task,106,1
4906,task,106,1
1618,estimate,106,1
4920,task,106,1
4921,task,106,1
1622,estimate,106,1
4925,task,106,1
4926,task,106,1
1624,estimate,106,1
1625,estimate,106,1
1630,estimate,106,1
1631,estimate,106,1
4957,task,106,1
4958,task,106,1
1639,estimate,106,1
1641,estimate,105,1
1642,estimate,105,1
1643,estimate,105,1
1644,estimate,105,1
1645,estimate,105,1
1648,estimate,105,1
3443,project,106,1
1651,estimate,106,1
3444,project,106,1
1652,estimate,106,1
1671,estimate,106,1
1682,estimate,105,1
1683,estimate,105,1
1684,estimate,105,1
1686,estimate,106,1
1688,estimate,105,1
1689,estimate,105,1
1694,estimate,105,1
1695,estimate,105,1
1696,estimate,105,1
3467,project,105,1
1697,estimate,105,1
1698,estimate,105,1
3468,project,106,1
1701,estimate,105,1
3472,project,105,1
1703,estimate,105,1
5074,task,106,1
5075,task,106,1
1709,estimate,106,1
1713,estimate,105,1
1714,estimate,106,1
3483,project,106,1
1716,estimate,105,1
1717,estimate,106,1
3484,project,106,1
1719,estimate,106,1
1721,estimate,105,1
3493,project,105,1
1731,estimate,105,1
1734,estimate,106,1
1736,estimate,106,1
1737,estimate,106,1
1738,estimate,106,1
1739,estimate,106,1
1745,estimate,105,1
1746,estimate,105,1
5200,task,110,1
5223,task,110,1
1764,estimate,106,1
1765,estimate,106,1
1766,estimate,106,1
1767,estimate,106,1
1769,estimate,105,1
3517,project,106,1
1771,estimate,106,1
1772,estimate,106,1
1773,estimate,106,1
1774,estimate,106,1
1775,estimate,105,1
1776,estimate,106,1
1777,estimate,106,1
3520,project,105,1
3521,project,105,1
3522,project,105,1
3523,project,105,1
3524,project,105,1
1779,estimate,105,1
1780,estimate,106,1
5294,task,106,1
1793,estimate,105,1
1801,estimate,105,1
1802,estimate,105,1
1821,estimate,105,1
1822,estimate,105,1
1823,estimate,106,1
1824,estimate,106,1
1825,estimate,106,1
1826,estimate,106,1
1827,estimate,106,1
5469,task,105,1
5471,task,105,1
1832,estimate,106,1
1833,estimate,106,1
1834,estimate,106,1
1835,estimate,106,1
1836,estimate,105,1
1837,estimate,105,1
5482,task,105,1
1847,estimate,105,1
1849,estimate,106,1
1854,estimate,106,1
3551,project,106,1
1855,estimate,106,1
3559,project,106,1
1865,estimate,106,1
1871,estimate,106,1
3567,project,106,1
1876,estimate,106,1
1877,estimate,105,1
1878,estimate,105,1
1881,estimate,105,1
3569,project,105,1
1887,estimate,105,1
3573,project,106,1
1899,estimate,106,1
3574,project,106,1
1900,estimate,106,1
3582,project,105,1
1912,estimate,105,1
1920,estimate,105,1
3594,project,106,1
1927,estimate,106,1
1931,estimate,105,1
1949,estimate,105,1
3614,project,106,1
1950,estimate,106,1
3615,project,106,1
1951,estimate,106,1
1952,estimate,105,1
1953,estimate,105,1
3618,project,106,1
3619,project,106,1
1955,estimate,106,1
1956,estimate,106,1
1957,estimate,105,1
1959,estimate,105,1
1979,estimate,105,1
3624,project,105,1
1980,estimate,105,1
1981,estimate,106,1
3625,project,106,1
3626,project,106,1
1985,estimate,106,1
1986,estimate,106,1
1997,estimate,105,1
2000,estimate,106,1
2002,estimate,105,1
2003,estimate,105,1
2008,estimate,105,1
2009,estimate,105,1
2012,estimate,113,1
3654,project,106,1
2040,estimate,106,1
3655,project,106,1
2041,estimate,106,1
3656,project,106,1
2042,estimate,106,1
3657,project,106,1
2043,estimate,106,1
6545,task,106,1
6547,task,106,1
3663,project,106,1
2050,estimate,106,1
3664,project,106,1
2051,estimate,106,1
2052,estimate,106,1
3665,project,106,1
3666,project,106,1
2054,estimate,106,1
2055,estimate,106,1
2061,estimate,106,1
6635,task,106,1
6637,task,106,1
3672,project,106,1
3673,project,106,1
2064,estimate,106,1
2065,estimate,106,1
3675,project,106,1
2066,estimate,106,1
6672,task,106,1
6723,task,110,1
6723,task,106,2
2076,estimate,106,1
6727,task,106,1
6750,task,106,1
3680,project,106,1
3681,project,106,1
3682,project,106,1
3683,project,106,1
3684,project,106,1
3685,project,106,1
3686,project,106,1
3687,project,106,1
3688,project,106,1
3689,project,106,1
3690,project,106,1
3691,project,106,1
3692,project,106,1
3693,project,106,1
3694,project,106,1
3695,project,106,1
3696,project,106,1
3697,project,106,1
2078,estimate,106,1
3698,project,106,1
3699,project,106,1
6770,task,106,1
2083,estimate,105,1
2084,estimate,105,1
2085,estimate,105,1
2086,estimate,105,1
2091,estimate,105,1
2092,estimate,105,1
2093,estimate,105,1
2103,estimate,105,1
3706,project,106,1
3708,project,106,1
2124,estimate,106,1
2139,estimate,106,1
2141,estimate,106,1
2142,estimate,106,1
2143,estimate,106,1
2144,estimate,106,1
2145,estimate,106,1
2146,estimate,106,1
2147,estimate,106,1
2148,estimate,106,1
2149,estimate,106,1
2150,estimate,106,1
2151,estimate,106,1
2152,estimate,106,1
2153,estimate,106,1
2154,estimate,106,1
2155,estimate,106,1
2156,estimate,106,1
2157,estimate,106,1
2158,estimate,106,1
2182,estimate,106,1
2183,estimate,106,1
2184,estimate,106,1
2185,estimate,106,1
3728,project,106,1
