"id","project_id","staff_id"
2495,1401,14
2496,1401,4
2497,1402,6
2498,1402,14
2499,1402,4
2500,1403,6
2501,1403,14
2502,1403,4
2503,1404,7
2504,1404,9
2505,1405,6
2506,1405,14
2507,1405,4
2508,1406,7
2509,1407,9
2510,1408,9
2511,1409,9
2512,1410,7
2513,1411,7
2514,1412,9
2515,1413,12
2516,1414,3
2519,1415,15
2520,1416,9
2521,1417,9
2522,1418,7
2523,1418,9
2524,1419,7
2525,1420,7
2526,1421,7
2527,1422,12
2530,1423,15
2531,1424,8
2532,1425,3
2533,1426,12
2534,1427,10
2535,1427,9
2536,1428,9
2538,1429,9
2539,1430,9
2542,1431,15
2543,1432,4
2544,1432,6
2545,1432,14
2546,1433,6
2547,1433,14
2548,1433,4
2549,1434,6
2550,1434,14
2551,1434,4
2552,1435,6
2553,1435,14
2554,1435,4
2555,1436,6
2556,1436,14
2557,1436,4
2558,1437,6
2559,1437,14
2560,1437,4
2561,1438,6
2562,1438,14
2563,1438,4
2564,1439,6
2565,1439,14
2566,1439,4
2567,1440,6
2568,1440,14
2569,1440,4
2570,1441,6
2571,1441,14
2572,1441,4
2573,1442,6
2574,1442,14
2575,1442,4
2576,1443,6
2577,1443,14
2578,1443,4
2579,1444,7
2580,1445,7
2581,1446,7
2582,1447,7
2583,1448,7
2584,1449,7
2585,1450,4
2586,1451,10
2587,1452,10
2588,1453,7
2589,1454,7
2590,1455,12
2593,1456,15
2595,812,15
2596,1457,6
2597,1457,14
2598,1457,4
2599,1458,12
2600,1459,12
2603,1460,15
2604,1461,4
2605,1461,6
2606,1462,4
2607,1462,6
2608,1462,14
2611,1463,15
2612,1464,9
2613,1465,9
2614,1466,7
2615,1467,7
2616,1468,7
2618,1470,7
2619,1470,9
2620,1471,12
2621,1472,12
2622,1473,7
2624,1475,10
2625,1476,7
2626,1476,9
2627,1477,10
2629,1478,9
2630,1479,12
2631,1479,9
2633,1481,9
2634,1482,7
2635,1483,8
2636,1484,7
2639,1485,15
2640,1486,7
2641,1486,9
2642,1487,9
2643,1487,10
2644,1488,9
2645,1489,9
2648,1490,15
2649,1491,19
2650,1492,9
2651,1493,6
2652,1493,14
2653,1493,4
2654,1494,6
2655,1494,14
2656,1494,4
2657,1495,6
2658,1495,14
2659,1495,4
2660,1496,6
2661,1496,14
2662,1496,4
2663,1497,6
2664,1497,14
2665,1497,4
2666,1498,6
2667,1498,14
2668,1498,4
2669,1499,6
2670,1499,14
2671,1499,4
2672,1500,6
2673,1500,14
2674,1500,4
2675,1501,6
2676,1501,14
2677,1501,4
2678,1502,6
2679,1502,14
2680,1502,4
2681,1503,6
2682,1503,14
2683,1503,4
2684,1504,12
2685,1505,7
2686,1506,12
2688,1508,7
2689,1509,7
2690,1510,7
2691,1511,7
2692,1512,7
2693,1513,7
2694,1514,7
2695,1515,7
2696,1516,7
2697,1517,7
2698,1518,7
2699,1519,7
2700,1520,9
2701,1521,7
2704,1522,15
2707,1523,15
2713,1525,15
2716,1526,15
2719,1527,15
2722,1528,15
2725,1529,15
2728,1530,15
2731,1531,15
2734,1532,15
2737,1533,15
2738,1534,9
2739,1535,6
2740,1535,14
2741,1535,4
2742,1536,6
2743,1536,14
2744,1536,4
2745,1537,6
2746,1537,14
2747,1537,4
2748,1538,6
2749,1538,14
2750,1538,4
2751,1539,6
2752,1539,14
2753,1539,4
2754,1540,6
2755,1540,14
2756,1540,4
2757,1541,6
2758,1541,14
2759,1541,4
2760,1542,6
2761,1542,14
2762,1542,4
2763,1543,6
2764,1543,14
2765,1543,4
2766,1544,6
2767,1544,14
2768,1544,4
2769,1545,9
2770,1546,7
2771,1547,17
2772,1548,9
2773,1549,6
2774,1549,14
2775,1549,4
2779,1551,15
2782,1552,15
2783,1553,9
2784,1554,4
2785,1555,10
2786,1556,12
2787,1557,10
2788,1558,9
2789,1559,10
2790,1560,9
2791,1561,12
2792,1562,9
2793,1563,12
2794,1563,7
2795,1564,12
2796,1565,4
2797,1565,6
2798,1565,14
2802,1567,4
2803,1568,4
2804,1569,9
2805,1570,6
2806,1570,4
2807,1571,7
2808,1572,7
2811,1574,8
2812,1575,8
2813,1576,12
2814,1577,10
2816,1579,9
2817,1580,12
2818,1581,9
2819,1582,7
2820,1583,10
2821,1584,12
2822,1584,7
2823,1585,10
2824,1586,9
2825,1587,9
2827,1588,7
2828,1589,7
2829,1590,12
2830,1591,7
2831,1592,10
2832,1593,7
2833,1594,7
2834,1595,7
2835,1596,7
2836,1597,7
2837,1598,8
2838,1599,7
2839,1600,8
2840,1601,7
2841,1601,17
2842,1578,17
2843,1578,7
2846,1602,15
2847,1603,10
2848,1603,9
2849,1604,9
2850,1605,7
2851,1605,17
2852,1606,10
2853,1607,10
2855,1609,20
2856,1609,6
2857,1609,14
2858,1609,4
2859,1610,7
2860,1610,9
2861,1611,7
2862,1612,7
2863,1613,4
2864,1614,4
2865,1615,7
2866,1615,9
2867,1616,20
2868,1616,6
2869,1616,14
2870,1616,4
2871,1617,7
2872,1618,7
2873,1619,20
2874,1619,6
2875,1619,14
2876,1619,4
2877,1620,6
2878,1620,14
2879,1620,4
2880,1621,7
2881,1622,7
2882,1623,12
2883,1624,12
2884,1625,7
2885,1625,9
2886,1626,10
2887,1627,7
2888,1627,9
2889,1628,9
2890,1629,7
2891,1629,9
2892,1630,7
2894,1631,7
2896,1632,10
2897,1479,10
2898,1633,7
2899,1387,12
2900,1634,15
2901,1634,8
2902,1635,8
2903,1636,8
2904,1637,7
2905,1637,9
2906,1638,9
2907,1639,10
2909,1639,4
2910,1640,4
2911,1640,9
2912,1641,4
2913,1641,9
2914,1642,4
2915,1642,9
2916,1643,4
2917,1643,9
2918,1631,4
2919,1644,4
2920,1644,9
2921,1645,9
2922,1646,3
2923,1646,9
2924,1647,3
2925,1647,9
2926,1648,4
2927,1648,7
2928,1649,8
2929,1650,8
2930,1651,10
2931,1411,8
2932,557,3
2933,1652,7
2934,1653,4
2935,1653,9
2936,1654,4
2937,1655,4
2938,1656,4
2939,1657,4
2940,1658,4
2941,1659,4
2942,1660,4
2943,1660,9
2944,1661,4
2949,1663,7
2950,1664,10
2951,1665,12
2952,1666,12
2953,113,7
2954,100,4
2955,111,4
2956,1667,4
2957,1668,12
2960,1669,15
2963,1670,15
2964,1671,10
2965,1672,10
2966,1676,9
2967,767,3
2968,1677,7
2969,1677,3
2970,1678,4
2971,1678,9
2972,1680,7
2973,1681,4
2974,1681,7
2975,1681,9
2977,1682,4
2978,1686,9
2979,1687,12
2980,1687,10
2981,1687,7
2982,1687,9
2983,1688,7
2984,1688,9
2985,1689,3
2986,1690,7
2987,1691,7
2988,1692,7
2989,1693,7
2990,983,15
2991,984,15
2992,986,15
2993,1006,15
2994,1007,9
2995,1111,8
2996,1145,8
2997,1694,6
2998,1694,14
2999,1694,4
3000,1695,7
3001,1695,17
3002,1696,7
3003,1697,7
3004,1698,7
3005,1699,7
3006,1700,7
3007,1701,7
3008,1702,7
3009,1703,7
3010,1704,7
3011,1705,6
3012,1705,4
3013,1706,6
3014,1706,4
3015,1707,7
3016,1685,7
3017,1708,7
3018,1709,10
3019,1709,7
3020,1710,7
3021,1710,9
3022,1711,7
3023,1711,9
3024,1712,7
3025,1712,9
3026,1717,7
3027,1717,9
3028,1718,7
3030,1719,9
3031,1720,7
3032,1720,9
3033,349,6
3034,351,6
3035,353,6
3036,358,6
3037,354,6
3038,362,6
3039,366,6
3040,615,6
3041,612,6
3042,610,6
3043,376,6
3044,378,6
3045,383,6
3046,381,6
3047,385,6
3048,386,6
3049,1469,8
3050,1474,7
3051,1480,8
3052,611,6
3053,757,6
3054,1550,7
3055,1608,4
3058,1721,15
3059,1722,8
3062,1724,7
3063,1724,9
3064,1725,7
3065,1725,9
3066,1726,7
3067,1726,9
3068,1727,6
3069,1727,14
3070,1727,4
3072,1728,7
3073,1728,9
3074,1729,7
3075,1729,9
3076,1730,7
3077,1730,9
3078,1731,10
3079,1732,12
3080,1733,7
3081,1733,9
3082,1734,7
3083,1734,9
3084,1735,12
3085,1736,7
3086,1736,9
3087,1737,10
3088,1737,8
3089,1738,10
3090,1738,8
3091,1739,10
3092,1739,8
3097,1741,6
3098,1741,14
3099,1741,4
3100,1741,20
3101,1742,10
3102,1743,6
3103,1743,4
3104,1744,20
3105,1744,6
3106,1744,14
3107,1744,4
3108,1744,8
3109,1743,20
3110,1743,14
3111,1745,9
3112,1746,12
3113,1747,7
3114,1747,9
3115,1748,6
3116,1748,4
3117,1748,20
3118,1748,14
3119,1749,10
3122,1750,15
3125,1751,15
3126,1752,9
3127,1753,7
3128,1754,10
3129,1755,7
3130,1755,9
3131,1756,7
3132,1756,9
3133,1757,7
3134,1757,9
3135,1758,10
3136,1759,10
3141,1761,7
3142,1761,9
3143,1762,4
3144,1763,12
3145,1764,10
3148,1768,9
3150,1770,19
3151,1770,4
3152,1770,3
3153,1770,9
3154,1771,4
3155,1772,4
3156,1773,7
3157,1773,9
3158,1774,7
3159,1774,9
3160,1775,9
3161,1776,8
3162,1777,10
3163,1777,7
3164,1778,10
3165,1778,7
3166,1779,8
3167,1780,10
3168,1780,7
3169,1781,8
3170,1782,12
3171,1782,8
3172,1783,7
3173,1783,9
3174,1784,12
3175,1784,8
3176,1785,12
3177,1785,8
3178,1786,12
3179,1786,8
3180,1787,8
3182,1788,15
3184,1789,15
3185,1790,7
3186,1791,10
3188,1792,15
3190,1794,4
3191,1795,8
3192,1796,10
3193,1797,10
3194,1797,8
3195,1798,7
3196,1798,8
3197,1799,4
3198,1799,6
3199,1799,14
3200,1799,20
3201,1800,4
3202,1801,7
3203,1802,7
3204,1803,7
3205,1804,7
3206,1805,7
3207,1806,4
3208,1807,8
3209,1808,10
3210,1808,8
3211,1809,20
3212,1809,6
3213,1809,14
3214,1809,4
3215,1810,20
3216,1810,6
3217,1810,14
3218,1810,4
3219,1811,20
3220,1811,6
3221,1811,14
3222,1811,4
3223,1812,20
3224,1812,6
3225,1812,14
3226,1812,4
3227,1813,12
3228,1814,20
3229,1814,6
3230,1814,14
3231,1814,4
3232,1815,12
3233,1816,4
3234,1817,6
3235,1818,6
3236,1819,4
3237,1821,10
3238,1821,8
3239,1822,7
3240,1823,7
3241,1824,6
3242,1824,4
3243,1824,20
3244,1824,14
3245,1825,6
3246,1825,4
3247,1825,20
3248,1825,14
3249,1826,8
3250,1827,8
3251,1828,10
3252,854,15
3253,1829,10
3254,1829,9
3255,1765,10
3256,1830,7
3257,1831,7
3258,1832,7
3259,1833,7
3260,1834,10
3261,1834,7
3262,1834,3
3263,1835,10
3264,1836,7
3265,1837,7
3266,1838,7
3267,1839,7
3268,1840,7
3269,1841,7
3270,1842,4
3271,1842,15
3272,1842,9
3273,1843,7
3274,1844,12
3275,1844,17
3276,1844,3
3277,747,15
3278,1241,15
3279,1845,6
3280,1845,8
3281,1846,12
3282,760,15
3283,1847,15
3284,706,15
3285,852,15
3286,1848,7
3287,1848,8
3288,1849,6
3289,1849,4
3290,1849,20
3291,1849,14
3292,743,15
3293,864,15
3294,1850,7
3295,1851,7
3296,1852,15
3297,1853,15
3298,1854,15
3299,1855,15
3300,1856,12
3301,1856,17
3302,1856,8
3303,1857,10
3304,1857,7
3305,1858,7
3306,1858,3
3307,1859,10
3309,1860,6
3310,1860,14
3311,1860,4
3312,1861,10
3313,1862,7
3314,1862,8
3315,1863,15
3316,1864,15
3317,1865,15
3318,1866,12
3319,920,15
3320,930,15
3321,1219,15
3322,1867,10
3323,1867,7
3324,1867,9
3325,1205,15
3326,731,15
3327,726,15
3328,1868,7
3329,1868,9
3330,735,15
3331,1869,12
3332,1869,3
3333,1870,10
3334,1870,7
3335,1871,10
3336,1871,7
3337,1872,10
3338,1872,7
3339,1873,10
3340,1873,3
3341,1874,7
3342,1874,3
3343,1875,7
3344,1875,3
3346,1876,6
3347,1876,14
3348,1876,4
3349,1876,8
3350,1877,4
3351,1877,6
3352,1877,14
3353,1877,20
3354,1878,7
3355,1878,3
3356,1879,3
3357,1879,16
3358,1879,9
3359,1880,10
3360,1880,7
3361,1881,7
3362,1882,15
3363,1883,10
3364,1884,7
3365,1884,3
3366,1885,6
3367,1885,7
3368,1886,10
3369,1886,4
3370,1887,15
3371,1888,9
3372,1889,10
3373,1889,4
3374,1890,4
3375,1891,4
3376,1893,9
3377,1894,4
3378,1895,4
3379,170,4
3380,173,7
3381,1896,7
3382,1897,10
3383,1897,3
3384,1898,7
3385,1898,9
3386,1899,12
3387,741,15
3388,863,15
3389,1240,15
3390,360,15
3391,1900,12
3392,1900,7
3393,1900,8
3394,1901,10
3395,1902,10
3396,1903,10
3397,1904,4
3398,1904,6
3399,1904,14
3400,1905,20
3401,1905,6
3402,1905,14
3403,1905,4
3404,1719,12
3405,1906,4
3406,1907,8
3407,1908,10
3408,1908,4
3409,1908,3
3410,1909,7
3411,1909,17
3412,1910,20
3413,1910,6
3414,1910,14
3415,1910,17
3416,1910,9
3417,1911,10
3418,1912,6
3419,1912,14
3420,1912,4
3421,1912,20
3422,1913,6
3423,1913,4
3424,1913,20
3425,1913,14
3426,1914,6
3427,1914,4
3428,1914,20
3429,1914,14
3430,1915,6
3431,1915,4
3432,1915,20
3433,1915,14
3434,1916,3
3435,1201,12
3436,1917,6
3437,1917,14
3438,1917,4
3439,1917,20
3440,1918,7
3441,1919,7
3442,1919,3
3443,1916,14
3445,1921,7
3446,1921,17
3447,1922,7
3448,1922,17
3449,1923,7
3450,1923,17
3451,1924,10
3452,1924,7
3453,1925,7
3454,1925,9
3455,1926,10
3456,1926,9
3457,1515,9
3458,1927,9
3459,1881,12
3460,1928,7
3461,1928,9
3462,1929,12
3463,1930,8
3464,1931,20
3465,1931,6
3466,1931,14
3467,1931,4
3468,805,8
3469,1479,17
3470,1932,9
3471,1933,4
3472,1933,20
3473,1933,6
3474,1933,14
3475,1934,10
3476,1934,17
3477,1935,6
3478,1935,4
3479,1936,6
3480,1936,14
3481,1936,4
3482,1937,6
3483,1937,14
3484,1937,4
3489,1939,4
3490,1939,15
3491,1939,9
3492,1940,7
3493,1940,9
3494,1941,7
3495,1941,9
3496,1942,7
3497,1942,9
3498,1943,4
3499,1944,7
3500,1944,9
3501,1945,7
3502,1386,7
3503,1946,9
3504,1947,9
3505,174,4
3506,171,4
3507,1948,7
3508,1948,9
3509,1949,10
3510,1949,7
3511,1950,10
3512,1950,8
3513,1951,10
3514,1951,3
3515,1952,7
3516,1952,17
3517,1953,14
3518,1953,10
3519,1953,3
3520,1954,7
3521,1954,8
3522,1955,10
3523,1955,4
3524,1955,17
3525,1956,7
3526,1956,8
3527,992,15
3530,1958,7
3531,1958,3
3532,1959,7
3533,1959,9
3534,1960,4
3535,1961,4
3536,1961,15
3537,1961,9
3538,1962,22
3539,1962,17
3540,1963,22
3541,1963,7
3542,1964,10
3543,1964,9
3544,1965,12
3545,1965,10
3546,1965,17
3548,1966,3
3549,1967,3
3550,1968,3
3551,1969,3
3552,1970,3
3553,1971,3
3554,1972,3
3555,1966,7
3556,1959,22
3557,1973,20
3558,1973,6
3559,1973,14
3560,1973,3
3561,1974,7
3562,1974,3
3563,1975,7
3564,1975,3
3565,1976,4
3566,1976,6
3567,1976,14
3568,1976,20
3569,1977,10
3570,1977,3
3571,1978,7
3572,1979,22
3573,1979,8
3574,1980,7
3575,1981,3
3576,1982,7
3577,1982,3
3578,1983,22
3579,1983,7
3580,1984,7
3582,1985,9
3583,1985,12
3584,1986,10
3585,1985,17
3586,1987,12
3587,1988,12
3588,405,12
3589,1989,10
3590,1990,10
3591,1989,7
3592,1989,9
3593,1354,7
3594,1477,7
3595,1991,8
3596,1991,9
3597,873,7
3598,1213,10
3599,874,7
3600,1546,10
3601,1296,7
3602,1992,10
3603,1992,4
3604,1993,7
3605,1993,9
3606,1994,9
3607,1995,8
3608,1996,12
3609,1996,8
3610,1997,8
3611,1154,9
3612,1998,7
3613,1999,9
3614,2000,9
3615,1366,9
3616,2001,9
3617,2002,9
3618,804,17
3619,1935,20
3620,1935,14
3621,2003,10
3622,2004,10
3623,2005,9
3624,2006,4
3625,2007,7
3626,2007,9
3627,2008,7
3628,2009,9
3629,2010,9
3630,2011,22
3631,2011,8
3632,2012,8
3633,1985,7
3634,2013,10
3635,2013,3
3636,2014,10
3637,2014,3
3638,2015,7
3639,2015,3
3640,2016,10
3641,2017,3
3642,2018,3
3643,2018,7
3644,2019,3
3645,2020,3
3646,2021,3
3647,2022,3
3648,2023,3
3649,2023,9
3650,91,3
3651,165,3
3652,2024,3
3653,2025,3
3654,2026,3
3655,575,12
3656,493,3
3657,2027,3
3658,101,3
3659,509,3
3660,2028,7
3661,2029,7
3662,2030,9
3663,2031,10
3664,2032,9
3665,2033,8
3666,2034,8
3667,2035,7
3668,2036,8
3669,2037,22
3670,2037,8
3679,2040,22
3680,2041,7
3681,2041,9
3682,2042,9
3683,2043,7
3684,2044,9
3685,510,3
3686,78,3
3687,205,3
3689,2046,3
3690,2047,8
3691,2048,3
3693,70,3
3694,2050,3
3695,2051,3
3696,2051,9
3697,44,7
3698,44,3
3699,2052,3
3701,2054,7
3702,2055,10
3703,2055,3
3704,2056,10
3705,2056,3
3706,2057,10
3707,2058,10
3708,2058,3
3709,2059,12
3710,2059,3
3711,2060,10
3712,2060,8
3713,2061,3
3714,2061,7
3715,2062,3
3716,2063,3
3717,2064,3
3718,2064,10
3719,2065,3
3720,126,10
3721,125,3
3722,2066,3
3723,2067,3
3724,2068,3
3725,2069,3
3726,2069,8
3727,2069,12
3728,2070,10
3729,2070,7
3730,2070,17
3732,2071,4
3733,2071,15
3734,2072,6
3735,2072,4
3736,2073,4
3737,2073,15
3738,2074,4
3739,2074,15
3740,2075,4
3743,2077,7
3744,2077,8
3745,2078,7
3746,2078,3
3747,2079,7
3748,2079,3
3749,2080,8
3750,2081,3
3751,2082,3
3752,2083,8
3753,2084,12
3754,2085,3
3755,2086,12
3756,2087,8
3757,2088,12
3758,2089,3
3759,2090,8
3760,2091,3
3761,2092,4
3762,2092,15
3763,2093,3
3764,2094,3
3765,2095,8
3766,2096,9
3767,2097,9
3768,1102,12
3769,671,12
3770,2098,9
3771,578,12
3772,578,7
3773,2099,7
3774,2100,8
3775,2101,10
3776,2102,9
3777,2103,8
3778,2104,8
3779,2105,8
3780,2106,8
3781,2107,22
3782,2108,10
3783,2108,7
3784,2109,4
3785,2109,7
3786,2110,9
3787,2111,6
3788,2111,4
3789,2111,20
3790,2111,14
3791,2112,6
3792,2112,4
3793,2112,20
3794,2112,14
3795,2040,7
3796,2113,7
3797,2113,9
3798,2114,10
3799,2114,8
3800,2114,9
3801,2115,10
3802,2116,10
3803,2117,10
3804,2117,4
3805,2118,10
3806,2118,3
3807,2119,10
3808,2120,12
3809,2120,17
3810,2121,22
3811,2122,22
3812,2122,7
3814,2123,6
3815,2123,14
3816,2123,4
3817,2124,6
3818,2124,14
3819,2124,4
3820,2124,20
3821,2125,10
3822,2125,4
3823,2126,22
3824,2127,22
3825,2128,7
3826,2128,9
3827,2129,6
3828,2129,4
3830,2129,20
3831,2129,14
3832,2130,4
3833,2130,20
3834,2130,6
3835,2130,14
3836,2131,4
3837,2131,20
3838,2131,6
3839,2131,14
3840,2132,8
3841,2133,8
3842,2134,8
3843,2135,8
3844,2136,12
3845,2136,8
3846,2137,22
3847,2137,8
3848,2138,8
3849,2139,8
3850,2140,8
3851,2141,8
3852,2142,8
3853,2143,8
3854,2144,8
3855,2145,8
3856,2146,8
3857,2147,8
3858,2148,10
3860,2149,3
3861,2150,8
3862,2151,8
3863,2152,8
3864,2153,8
3865,2154,8
3866,2155,8
3867,2156,8
3868,2157,8
3869,2158,8
3870,2159,8
3871,2160,8
3872,2161,8
3873,2162,8
3874,2163,8
3875,2164,8
3876,2165,4
3877,2166,4
3878,2167,4
3879,2167,7
3880,2168,4
3881,2168,7
3882,2169,4
3883,2170,4
3884,2170,7
3885,2171,7
3886,287,7
3887,287,3
3888,2172,10
3889,2172,7
3890,2173,7
3891,2173,3
3892,2174,7
3893,2175,7
3894,413,4
3895,2176,22
3896,2176,7
3897,2176,17
3898,39,20
3899,39,6
3900,39,14
3901,2177,10
3902,2178,10
3903,2179,10
3904,2180,10
3905,2180,3
3906,1353,7
3907,2181,7
3908,2181,3
3909,2182,3
3910,2183,10
3911,2183,3
3912,2184,10
3913,2185,10
3914,2186,10
3915,2186,3
3916,2187,10
3917,2187,3
3918,2188,10
3919,2188,7
3920,2189,10
3921,2189,3
3922,811,10
3923,811,3
3924,2190,10
3925,2190,7
3926,2191,10
3927,2192,10
3928,2192,4
3929,1626,7
3930,2193,4
3931,2194,4
3932,2195,4
3933,2196,7
3934,1766,6
3935,1767,6
3936,1769,6
3937,516,6
3938,2197,20
3939,2197,6
3940,2197,14
3941,2197,4
3942,2198,10
3943,2199,10
3944,2200,10
3945,2201,10
3946,2202,10
3947,2203,10
3948,1224,10
3949,2204,10
3950,2204,9
3951,2205,3
3952,2206,3
3953,2207,7
3954,2208,7
3955,2209,4
3957,2211,7
3958,2212,7
3959,2213,10
3960,2214,3
3961,2215,3
3962,2216,6
3963,2217,22
3964,2218,4
3965,2219,22
3966,2219,7
3967,2219,17
3968,2220,4
3969,2220,7
3970,2221,22
3971,2221,7
3972,2222,6
3973,2222,14
3974,2222,4
3975,2223,22
3976,2223,8
3977,2224,3
3978,2225,9
3979,2226,12
3980,2226,8
3981,2227,22
3982,2227,7
3983,2228,7
3984,2228,9
3985,2217,7
3986,2229,22
3987,2229,7
3988,2229,17
3989,2230,9
3990,2231,8
3992,2233,7
3993,2234,7
3994,2235,7
3995,2236,6
3996,2236,14
3997,2236,4
3998,2237,6
3999,2237,14
4000,2237,4
4001,2238,22
4002,2238,12
4003,2239,10
4004,2240,15
4006,2241,22
4007,2241,8
4008,2242,12
4009,2243,4
4010,2243,7
4011,2244,12
4012,2244,10
4013,2244,17
4014,2217,17
4015,1962,7
4016,2245,20
4017,2245,6
4018,2245,14
4019,2245,4
4020,2227,17
4021,2246,7
4022,2247,7
4023,2247,9
4024,2248,12
4025,2249,22
4026,2250,10
4027,2250,4
4028,2250,8
4029,2251,10
4030,2251,4
4031,2251,8
4032,999,20
4033,999,6
4034,999,14
4035,294,12
4036,2252,22
4037,10,7
4038,2253,7
4039,2254,7
4040,2255,7
4041,2256,7
4042,2257,7
4043,2258,4
4044,2259,4
4046,2261,4
4047,2262,6
4048,2263,7
4049,2264,6
4050,2265,6
4051,2266,7
4052,2266,9
4053,2267,7
4054,2268,4
4055,2269,4
4056,2270,10
4057,2271,4
4058,2272,7
4059,313,10
4060,2273,10
4061,2273,4
4062,2274,7
4063,2275,19
4064,387,4
4065,2276,6
4067,2278,7
4068,2279,15
4069,2280,7
4070,2281,4
4071,2282,4
4072,2283,10
4073,2283,4
4074,2284,4
4075,2285,7
4076,2286,7
4077,2287,7
4078,2288,15
4079,856,15
4080,2289,7
4082,2291,10
4083,2291,4
4084,2292,10
4085,2292,4
4086,2293,10
4087,2293,4
4088,2294,7
4089,2295,7
4090,2296,10
4091,2296,4
4092,2297,15
4093,2298,15
4094,2299,4
4096,2301,10
4097,2301,4
4098,2302,7
4099,2303,7
4100,2304,7
4101,2305,7
4102,2306,7
4103,2307,7
4104,2308,7
4105,2309,7
4106,2310,7
4107,2311,7
4108,2312,7
4109,2313,7
4110,2314,7
4111,2315,7
4112,2316,7
4113,2317,7
4114,2318,7
4115,2319,7
4116,2320,7
4117,2321,7
4118,2322,7
4119,2323,7
4120,2324,4
4121,2324,8
4122,2325,8
4123,2326,4
4124,2327,8
4125,2328,7
4126,2328,9
4127,2329,7
4128,2330,7
4129,2331,9
4130,2332,7
4131,2332,9
4132,1833,9
4133,2333,10
4134,2333,4
4135,1420,9
4136,1421,9
4137,1419,9
4138,2334,10
4139,2334,4
4140,2335,9
4141,2335,10
4142,2335,7
4143,2336,7
4144,2336,9
4145,2337,10
4146,2338,10
4147,2338,4
4148,2339,10
4149,2340,9
4150,2341,10
4151,2341,8
4152,711,7
4153,797,4
4154,2099,9
4155,2342,7
4156,2343,9
4157,2344,7
4158,2344,9
4159,2345,4
4160,2346,7
4161,2347,4
4162,2348,4
4163,2349,4
4164,2350,4
4165,2350,7
4166,2351,7
4167,2351,9
4168,2352,4
4169,2352,7
4170,2353,7
4171,2353,9
4172,2354,7
4173,2354,9
4174,2355,7
4175,2355,9
4176,41,6
4178,46,7
4179,2357,9
4180,2358,9
4181,2359,9
4182,2360,3
4183,2231,10
4184,2361,22
4185,2362,15
4187,2363,10
4188,2363,8
4189,2363,9
4190,2364,15
4192,2365,22
4193,2365,10
4194,2365,3
4195,2366,22
4196,2367,22
4197,2368,22
4198,2368,10
4199,2368,3
4200,2369,22
4201,2369,10
4202,2369,3
4203,2370,15
4205,2371,6
4206,2371,14
4207,2371,4
4208,2372,10
4209,2373,3
4210,2374,6
4211,2374,4
4212,2375,10
4213,2376,10
4214,2377,7
4215,2377,9
4216,2378,7
4217,2378,9
4218,2379,6
4219,2379,4
4220,2380,4
4221,2380,15
4222,2381,3
4223,2382,4
4224,2383,9
4225,2384,4
4226,2385,4
4227,2386,4
4228,2387,15
4229,2388,15
4231,2389,3
4232,2390,7
4233,2391,15
4234,2392,4
4235,2392,7
4236,2393,6
4237,2393,4
4238,2394,7
4239,2395,14
4240,2396,7
4241,2397,10
4242,2398,7
4243,2399,12
4244,2400,3
4245,2401,6
4246,1503,20
4247,2402,10
4248,2403,10
4249,2404,3
4250,2405,10
4251,2406,10
4252,2407,9
4253,2408,4
4254,2409,6
4255,2410,10
4256,2411,10
4257,2412,9
4258,2413,7
4259,2414,9
4260,2415,9
4261,2416,14
4262,2416,4
4263,2417,7
4264,2418,9
4265,2419,4
4266,2420,20
4267,2420,6
4268,2420,14
4269,2420,4
4270,2421,7
4271,2421,9
4272,2422,22
4273,2422,7
4274,2422,3
4275,2423,10
4276,2424,4
4277,2425,10
4278,2426,9
4279,2427,10
4280,2428,7
4281,135,3
4282,2429,4
4283,2430,4
4284,2430,7
4285,2431,4
4286,2432,10
4287,2433,10
4288,2434,10
4289,2435,10
4290,2436,10
4291,2437,10
4292,2438,10
4293,2439,10
4294,2440,10
4295,2440,4
4296,2441,22
4297,2441,9
4298,2442,22
4299,2442,7
4300,2442,17
4303,2445,3
4304,2446,20
4305,2446,6
4306,2446,14
4307,2446,4
4308,2447,20
4309,2447,6
4310,2447,14
4311,2447,4
4312,2448,3
4313,2449,3
4314,2450,7
4315,2450,3
4316,2451,3
4317,2452,3
4318,2453,3
4319,2366,7
4320,2454,15
4323,811,20
4324,811,6
4325,811,14
4326,2456,22
4327,2457,7
4328,2458,7
4329,2459,10
4330,2460,3
4332,2462,6
4335,2465,6
4336,2466,4
4337,2467,7
4338,2468,7
4339,2468,9
4340,2469,10
4341,2470,7
4342,2471,4
4344,2473,10
4345,2474,7
4346,2475,20
4347,2475,6
4348,2475,14
4349,2475,4
4350,1892,10
4351,2461,10
4352,2463,10
4353,2464,8
4354,2472,7
4355,2476,10
4356,2477,6
4357,2477,4
4358,2477,20
4359,2477,14
4360,2478,3
4361,2479,10
4362,2479,8
4363,2480,10
4364,2480,3
4365,2481,3
4366,2482,3
4367,2482,7
4370,2484,3
4371,2485,7
4372,2486,9
4373,2487,7
4374,2487,9
4375,2488,3
4376,2489,3
4377,2490,7
4378,2456,8
4379,2491,7
4380,2491,9
4381,2492,8
4382,2493,8
4383,2494,8
4384,2495,8
4385,2496,8
4386,2497,7
4387,2498,10
4388,2498,7
4389,2498,9
4390,2499,8
4391,2500,6
4392,2500,4
4393,2500,20
4394,2500,14
4395,2501,8
4396,2502,10
4397,430,10
4398,2503,7
4399,2503,3
4400,2504,8
4401,2505,8
4402,2506,8
4403,2507,8
4404,2508,10
